WHO_REGION,COUNTRY_NAME,COUNTRY_CODE,ISO_YEAR,ISO_WEEK,ISO_START_DATE,SEX,AGEGROUP,AGEGROUP_NUM,DAILY_CASES,DAILY_CASES_DEATHS,DETAILED_CASES,DETAILED_CASES_DEATHS,DETAILED_CASES_CONFIRMED,DETAILED_CASES_DEATHS_CONFIRMED,DETAILED_CASES_PROBABLE,DETAILED_CASES_DEATHS_PROBABLE,DETAILED_CASES_HOSPITALISED,DETAILED_CASES_HW,DETAILED_CASES_DEATHS_HW,DETAILED_CASES_DISCHARGED,PERSONS_TESTED,PERSONS_TESTED_PCR,DAILY_DS,DETAILED_CASES_DS,DETAILED_CASES_DEATHS_DS,DETAILED_CASES_HOSPITALISED_DS,DETAILED_CASES_HW_DS,TEST_DS,LASTUPDATED_UTC
EUR,Italy,ITA,2020,33,2020-08-09T16:00:00.000Z,All,All,0,3335,189,3476,53,3476,53,,,562,106,,,307573,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-10T20:29:02.000Z
EUR,Italy,ITA,2020,34,2020-08-16T16:00:00.000Z,All,All,0,4698,38,7076,41,7076,41,,,760,164,,,450220,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,35,2020-08-23T16:00:00.000Z,All,All,0,8717,43,9453,41,9453,41,,,960,203,,,578704,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,36,2020-08-30T16:00:00.000Z,All,All,0,9484,60,9463,75,9463,75,,,1121,275,,,632916,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-17T04:35:47.000Z
EUR,Italy,ITA,2020,37,2020-09-06T16:00:00.000Z,All,All,0,9960,70,9916,80,9916,80,,,1356,290,,,598861,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-17T04:35:47.000Z
EUR,Italy,ITA,2020,38,2020-09-13T16:00:00.000Z,All,All,0,10272,89,10798,129,10798,129,,,1556,345,,,614696,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,39,2020-09-20T16:00:00.000Z,All,All,0,11535,126,12503,151,12503,151,,,1727,413,1,,654250,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-17T04:35:47.000Z
EUR,Italy,ITA,2020,40,2020-09-27T16:00:00.000Z,All,All,0,14647,150,18021,161,18021,161,,,2216,703,3,,697041,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,41,2020-10-04T16:00:00.000Z,All,All,0,26743,172,37829,289,37829,289,,,3683,1473,2,,780608,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,42,2020-10-11T16:00:00.000Z,All,All,0,53042,334,75966,582,75966,582,,,6481,3231,3,,975869,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,43,2020-10-18T16:00:00.000Z,All,All,0,101973,736,142384,1153,142384,1153,,,10626,6012,7,,1113420,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,44,2020-10-25T16:00:00.000Z,All,All,0,174921,1408,203577,2188,203577,2188,,,14373,8096,4,,1313916,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,45,2020-11-01T16:00:00.000Z,All,All,0,223060,2445,244339,3503,244339,3503,,,17328,9015,5,,1406795,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,46,2020-11-08T16:00:00.000Z,All,All,0,242062,3620,243019,4782,243019,4782,,,17091,8718,15,,1503673,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
EUR,Italy,ITA,2020,47,2020-11-15T16:00:00.000Z,All,All,0,235979,4578,214369,5402,214369,5402,,,15236,7573,16,,1510190,,DAILY,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,WEEKLY_V2,OWID,2022-06-24T20:24:40.000Z
